201501 146763 117.090403951500,30.528862819062 117.085333915210,30.533638876733 149962 110798 39164
201501 298428 118.103047044420,31.553588552016 118.211687933130,31.472714240764 149788 100060 49728
201501 299108 118.073495398230,30.988490384047 118.219538314820,31.057528672754 149170 110158 39012
201501 190218 117.377803504500,30.514956581390 117.347693291940,30.499799774592 148514 111561 36953
201501 288054 117.980665225470,31.609314235448 118.089396573550,31.659075239715 148293 93675 54618
201501 65239 116.393679365760,33.188653768561 116.337846354590,33.189366216854 148231 85724 62507
201501 106210 116.848260491120,32.582493745720 116.684754335750,32.622119237855 148190 115956 32234
201501 213900 117.505105073230,31.878363854872 117.524459873920,31.890872627011 147629 85627 62002
201501 37740 115.947873158120,31.871469580352 115.953393604800,31.867616305371 147507 83283 64224
201501 92937 116.383550521980,33.189495834680 116.562805500060,33.182760587731 147429 81107 66322
201501 203160 117.461448683080,32.421074292571 117.452357112670,32.363921192195 147388 91482 55906
201501 38726 115.953393604800,31.867616305371 115.953986666100,31.867445801362 146939 82895 64044
201501 287646 118.228483910580,31.058639164901 118.075151424430,30.990938813774 146852 102467 44385
201501 199347 117.311649052840,31.802669589403 117.420128605890,31.830633094947 146291 81744 64547
201501 241527 117.609093817380,31.830706800204 117.764526990950,31.793039891000 146145 106362 39783
201501 329220 118.478024557520,31.346836591501 118.486864332890,31.379738841272 146122 111496 34626
201501 151883 117.040673219490,34.133977844446 117.113566489590,34.149653796596 145986 96508 49478
201501 136312 116.886525700760,30.788279948340 117.008527446640,31.026289008737 145971 98274 47697
201501 207083 117.452357112670,32.363921192195 117.480435627660,32.112940223954 145207 90101 55106
201501 304540 118.089396573550,31.659075239715 118.269374597730,31.651227306764 145186 91069 54117
201501 131725 116.948007077320,33.622867216369 116.966750760770,33.516038195827 144855 68878 75977
201501 152120 117.147682605740,31.861217280153 117.113185608050,31.982371241320 144845 132847 11998
201501 304731 118.269374597730,31.651227306764 118.270204452360,31.651286478636 144607 90589 54018
201501 51045 116.119601952970,30.184030186556 116.119414835930,30.181818642369 144466 86163 58303
201501 156543 117.114623705340,32.190761459925 117.139921785110,32.376961985789 144364 115438 28926
201501 210291 117.424343724840,31.831765357599 117.501501610510,31.878324990083 144293 116529 27764
201501 155178 117.256421679240,33.013876868756 117.128994976550,33.155323734039 144074 86030 58044
201501 135496 116.947495043180,31.935232117616 117.002924625350,31.952530216869 143966 96489 47477
